distance,pair,value
3,1_4,487.8
4,2_6,514.2
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,7_9,645.75
3,2_5,466.4
4,2_6,514.2
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,3_5,585.2
3,3_6,534.2
4,2_6,514.2
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,6_8,568
3,4_7,531.6
4,2_6,514.2
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,6_8,568
3,5_8,546.25
4,3_7,513.4
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,4_6,513.6
3,4_7,531.6
4,5_9,540.6
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,1_3,481.4
3,4_7,531.6
4,2_6,514.2
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,1_3,481.4
3,1_4,487.8
4,5_9,540.6
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,1_3,481.4
3,3_6,534.2
4,4_8,528
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,5_7,610.6
3,4_7,531.6
4,2_6,514.2
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,4_6,513.6
3,6_9,589.2
4,5_9,540.6
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,3_5,585.2
3,3_6,534.2
4,1_5,424.8
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,2_4,472
3,1_4,487.8
4,1_5,424.8
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,2_4,472
3,6_9,589.2
4,2_6,514.2
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,6_8,568
3,5_8,546.25
4,5_9,540.6
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,1_3,481.4
3,1_4,487.8
4,4_8,528
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,3_5,585.2
3,6_9,589.2
4,4_8,528
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,2_4,472
3,2_5,466.4
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,6_8,568
3,3_6,534.2
4,3_7,513.4
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,2_4,472
3,6_9,589.2
4,1_5,424.8
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,2_4,472
3,5_8,546.25
4,2_6,514.2
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,5_7,610.6
3,4_7,531.6
4,2_6,514.2
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,3_5,585.2
3,1_4,487.8
4,5_9,540.6
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,5_8,546.25
4,5_9,540.6
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,1_4,487.8
4,2_6,514.2
5,1_6,474.8
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,7_9,645.75
3,2_5,466.4
4,1_5,424.8
5,3_8,488
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,7_9,645.75
3,6_9,589.2
4,1_5,424.8
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,4_7,531.6
4,4_8,528
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,2_4,472
3,3_6,534.2
4,5_9,540.6
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,6_8,568
3,4_7,531.6
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,6_8,568
3,2_5,466.4
4,4_8,528
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,5_7,610.6
3,5_8,546.25
4,1_5,424.8
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,5_8,546.25
4,3_7,513.4
5,2_7,486.4
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,1_3,481.4
3,5_8,546.25
4,4_8,528
5,1_6,474.8
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,3_5,585.2
3,4_7,531.6
4,5_9,540.6
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,4_7,531.6
4,2_6,514.2
5,3_8,488
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,7_9,645.75
3,6_9,589.2
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,2_4,472
3,2_5,466.4
4,3_7,513.4
5,1_6,474.8
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,3_6,534.2
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,5_7,610.6
3,5_8,546.25
4,2_6,514.2
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,2_5,466.4
4,2_6,514.2
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,7_9,645.75
3,4_7,531.6
4,4_8,528
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,7_9,645.75
3,1_4,487.8
4,4_8,528
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,1_3,481.4
3,5_8,546.25
4,4_8,528
5,2_7,486.4
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,1_3,481.4
3,6_9,589.2
4,3_7,513.4
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,6_8,568
3,1_4,487.8
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,1_4,487.8
4,5_9,540.6
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,2_4,472
3,2_5,466.4
4,3_7,513.4
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,6_9,589.2
4,2_6,514.2
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,4_6,513.6
3,6_9,589.2
4,4_8,528
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,2_4,472
3,1_4,487.8
4,1_5,424.8
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,1_3,481.4
3,1_4,487.8
4,5_9,540.6
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,1_3,481.4
3,6_9,589.2
4,5_9,540.6
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,6_9,589.2
4,1_5,424.8
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,1_3,481.4
3,2_5,466.4
4,5_9,540.6
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,5_7,610.6
3,2_5,466.4
4,1_5,424.8
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,3_5,585.2
3,5_8,546.25
4,2_6,514.2
5,2_7,486.4
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,3_6,534.2
4,4_8,528
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,5_7,610.6
3,4_7,531.6
4,5_9,540.6
5,1_6,474.8
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,1_3,481.4
3,2_5,466.4
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,3_5,585.2
3,6_9,589.2
4,3_7,513.4
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,5_7,610.6
3,6_9,589.2
4,3_7,513.4
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,6_8,568
3,4_7,531.6
4,1_5,424.8
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,1_3,481.4
3,2_5,466.4
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,3_5,585.2
3,4_7,531.6
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,6_8,568
3,1_4,487.8
4,1_5,424.8
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,3_5,585.2
3,4_7,531.6
4,3_7,513.4
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,2_4,472
3,4_7,531.6
4,1_5,424.8
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,6_8,568
3,3_6,534.2
4,2_6,514.2
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,7_9,645.75
3,1_4,487.8
4,1_5,424.8
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,6_9,589.2
4,5_9,540.6
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,6_8,568
3,4_7,531.6
4,4_8,528
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,5_7,610.6
3,1_4,487.8
4,1_5,424.8
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,6_8,568
3,1_4,487.8
4,3_7,513.4
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,5_7,610.6
3,4_7,531.6
4,2_6,514.2
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,1_3,481.4
3,5_8,546.25
4,5_9,540.6
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,4_6,513.6
3,6_9,589.2
4,4_8,528
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,7_9,645.75
3,3_6,534.2
4,2_6,514.2
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,6_8,568
3,6_9,589.2
4,4_8,528
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,6_9,589.2
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,4_6,513.6
3,1_4,487.8
4,3_7,513.4
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,5_7,610.6
3,3_6,534.2
4,4_8,528
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,1_4,487.8
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,6_9,589.2
4,5_9,540.6
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,2_4,472
3,3_6,534.2
4,5_9,540.6
5,3_8,488
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,6_9,589.2
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,6_8,568
3,1_4,487.8
4,5_9,540.6
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,7_9,645.75
3,2_5,466.4
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,3_5,585.2
3,6_9,589.2
4,5_9,540.6
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,6_9,589.2
4,3_7,513.4
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,1_3,481.4
3,3_6,534.2
4,1_5,424.8
5,1_6,474.8
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,2_4,472
3,3_6,534.2
4,3_7,513.4
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,2_5,466.4
4,4_8,528
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,5_8,546.25
4,2_6,514.2
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,4_6,513.6
3,3_6,534.2
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,2_4,472
3,4_7,531.6
4,1_5,424.8
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,4_6,513.6
3,5_8,546.25
4,4_8,528
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,5_8,546.25
4,4_8,528
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,5_8,546.25
4,4_8,528
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,1_3,481.4
3,3_6,534.2
4,3_7,513.4
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,3_6,534.2
4,3_7,513.4
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,4_6,513.6
3,6_9,589.2
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,5_8,546.25
4,5_9,540.6
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,2_4,472
3,4_7,531.6
4,2_6,514.2
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,7_9,645.75
3,5_8,546.25
4,2_6,514.2
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,1_3,481.4
3,6_9,589.2
4,3_7,513.4
5,1_6,474.8
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,4_6,513.6
3,6_9,589.2
4,5_9,540.6
5,1_6,474.8
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,1_3,481.4
3,2_5,466.4
4,3_7,513.4
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,2_4,472
3,5_8,546.25
4,5_9,540.6
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,1_3,481.4
3,3_6,534.2
4,3_7,513.4
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,5_7,610.6
3,2_5,466.4
4,4_8,528
5,1_6,474.8
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,7_9,645.75
3,3_6,534.2
4,1_5,424.8
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,5_7,610.6
3,4_7,531.6
4,4_8,528
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,3_5,585.2
3,4_7,531.6
4,3_7,513.4
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,7_9,645.75
3,3_6,534.2
4,4_8,528
5,3_8,488
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,1_3,481.4
3,4_7,531.6
4,1_5,424.8
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,4_7,531.6
4,3_7,513.4
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,3_5,585.2
3,6_9,589.2
4,2_6,514.2
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,5_7,610.6
3,6_9,589.2
4,3_7,513.4
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,5_7,610.6
3,5_8,546.25
4,3_7,513.4
5,2_7,486.4
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,6_8,568
3,2_5,466.4
4,4_8,528
5,4_9,552.2
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,1_3,481.4
3,4_7,531.6
4,3_7,513.4
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,3_5,585.2
3,4_7,531.6
4,5_9,540.6
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,4_6,513.6
3,3_6,534.2
4,4_8,528
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,4_7,531.6
4,1_5,424.8
5,1_6,474.8
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,1_3,481.4
3,5_8,546.25
4,2_6,514.2
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,1_3,481.4
3,4_7,531.6
4,4_8,528
5,2_7,486.4
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,3_6,534.2
4,3_7,513.4
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,4_7,531.6
4,4_8,528
5,3_8,488
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,6_8,568
3,5_8,546.25
4,1_5,424.8
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,3_6,534.2
4,2_6,514.2
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,6_8,568
3,4_7,531.6
4,3_7,513.4
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,4_6,513.6
3,2_5,466.4
4,5_9,540.6
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,2_4,472
3,4_7,531.6
4,5_9,540.6
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,4_6,513.6
3,2_5,466.4
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,6_8,568
3,3_6,534.2
4,4_8,528
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,6_8,568
3,2_5,466.4
4,1_5,424.8
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,1_4,487.8
4,2_6,514.2
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,1_3,481.4
3,4_7,531.6
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,6_8,568
3,2_5,466.4
4,3_7,513.4
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,5_7,610.6
3,1_4,487.8
4,2_6,514.2
5,1_6,474.8
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,1_3,481.4
3,1_4,487.8
4,3_7,513.4
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,2_4,472
3,1_4,487.8
4,4_8,528
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,2_4,472
3,5_8,546.25
4,1_5,424.8
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,2_5,466.4
4,2_6,514.2
5,1_6,474.8
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,4_7,531.6
4,5_9,540.6
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,6_9,589.2
4,2_6,514.2
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,2_4,472
3,5_8,546.25
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,4_5,493.4
2,4_6,513.6
3,4_7,531.6
4,4_8,528
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,6_8,568
3,6_9,589.2
4,3_7,513.4
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,4_6,513.6
3,2_5,466.4
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,2_4,472
3,3_6,534.2
4,3_7,513.4
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,1_3,481.4
3,5_8,546.25
4,1_5,424.8
5,1_6,474.8
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,1_3,481.4
3,4_7,531.6
4,3_7,513.4
5,3_8,488
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,2_5,466.4
4,2_6,514.2
5,3_8,488
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,6_8,568
3,3_6,534.2
4,1_5,424.8
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,7_8,624.5
2,2_4,472
3,6_9,589.2
4,3_7,513.4
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,6_7,588.4
2,4_6,513.6
3,2_5,466.4
4,2_6,514.2
5,3_8,488
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,2_3,568.2
2,2_4,472
3,6_9,589.2
4,4_8,528
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,1_4,487.8
4,2_6,514.2
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,3_5,585.2
3,1_4,487.8
4,1_5,424.8
5,3_8,488
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,6_8,568
3,4_7,531.6
4,3_7,513.4
5,4_9,552.2
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,5_7,610.6
3,6_9,589.2
4,5_9,540.6
5,2_7,486.4
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,4_7,531.6
4,1_5,424.8
5,4_9,552.2
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,4_6,513.6
3,6_9,589.2
4,2_6,514.2
5,4_9,552.2
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,5_7,610.6
3,1_4,487.8
4,5_9,540.6
5,2_7,486.4
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,5_7,610.6
3,3_6,534.2
4,5_9,540.6
5,4_9,552.2
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,3_5,585.2
3,6_9,589.2
4,4_8,528
5,1_6,474.8
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,7_8,624.5
2,7_9,645.75
3,4_7,531.6
4,1_5,424.8
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,4_6,513.6
3,6_9,589.2
4,4_8,528
5,3_8,488
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,3_4,598.25
2,2_4,472
3,3_6,534.2
4,2_6,514.2
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,2_3,568.2
2,4_6,513.6
3,4_7,531.6
4,5_9,540.6
5,3_8,488
6,3_9,514
7,1_8,422.8
8,1_9,514.4
1,6_7,588.4
2,7_9,645.75
3,4_7,531.6
4,5_9,540.6
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,5_6,478.4
2,4_6,513.6
3,5_8,546.25
4,5_9,540.6
5,2_7,486.4
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,4_5,493.4
2,7_9,645.75
3,6_9,589.2
4,4_8,528
5,3_8,488
6,1_7,460
7,2_9,511.4
8,1_9,514.4
1,1_2,478.2
2,4_6,513.6
3,1_4,487.8
4,4_8,528
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,1_2,478.2
2,7_9,645.75
3,3_6,534.2
4,4_8,528
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,3_4,598.25
2,2_4,472
3,2_5,466.4
4,4_8,528
5,1_6,474.8
6,2_8,460.2
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,3_5,585.2
3,3_6,534.2
4,5_9,540.6
5,4_9,552.2
6,1_7,460
7,1_8,422.8
8,1_9,514.4
1,8_9,554.25
2,5_7,610.6
3,5_8,546.25
4,2_6,514.2
5,2_7,486.4
6,3_9,514
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,5_7,610.6
3,1_4,487.8
4,4_8,528
5,3_8,488
6,2_8,460.2
7,2_9,511.4
8,1_9,514.4
1,5_6,478.4
2,4_6,513.6
3,5_8,546.25
4,4_8,528
